HDays,ADays,HASLxM,HASTLxM,HACLxM,HAFLxM,HAYCLxM,HARCLxM,HAGSLxM,HAGCLxM,HAGSLxHM,HAGCLxHM,HGDLxM,HGDLxHM,HAPLxM,HAPLxHM,HWPLxM,HWPLxHM,HWinStreak,AASLxM,AASTLxM,AACLxM,AAFLxM,AAYCLxM,AARCLxM,AAGSLxM,AAGCLxM,AAGSLxAM,AAGCLxAM,AGDLxM,AGDLxAM,AAPLxM,AAPLxAM,AWPLxM,AWPLxAM,AWinStreak,HDef,HMid,HAtt,HOvr,ADef,AMid,AAtt,AOvr,B365H,B365D,B365A,Result
4,4,17.3,6.4,8.2,8.6,0.6,0.0,1.9,0.7,3.0,1.0,12.0,20.0,2.1,2.5,60.0,0.8,0.0,13.3,3.0,5.5,12.2,2.2,0.1,0.6,1.4,1.3,1.1,-8.0,2.0,1.0,1.6,30.0,40.0,2.0,85,87,84,85.33,76,75,77,76.0,1.16,7.0,17.0,W
3,7,16.2,4.0,6.3,11.2,1.4,0.0,1.7,1.1,2.0,1.3,6.0,7.0,1.4,1.6,40.0,0.5,1.0,8.6,1.8,3.4,10.5,1.3,0.0,0.8,1.0,0.8,1.4,-2.0,-6.0,1.3,0.8,30.0,10.0,0.0,81,81,88,83.33,73,74,77,74.67,1.33,5.0,9.0,W
7,7,14.8,5.0,6.7,10.6,1.5,0.0,1.7,1.2,2.5,1.0,5.0,15.0,1.6,2.1,40.0,0.6,0.0,17.2,5.6,7.3,10.3,1.6,0.0,2.2,0.6,1.5,1.0,16.0,5.0,2.3,1.4,70.0,30.0,1.0,81,80,82,81.0,81,81,85,82.33,2.3,3.4,3.4,W
2,2,9.3,2.6,3.9,12.0,2.4,0.1,0.7,1.2,0.7,1.7,-5.0,-10.0,0.9,0.7,20.0,0.1,0.0,11.7,3.5,5.9,11.4,2.0,0.0,1.0,2.0,1.2,2.3,-10.0,-11.0,0.7,0.4,20.0,10.0,1.0,76,78,77,77.0,74,75,76,75.0,1.95,3.8,3.6,W
5,7,12.6,3.9,5.7,11.3,1.7,0.1,0.9,1.4,1.4,1.3,-5.0,1.0,0.8,1.4,20.0,0.4,0.0,12.0,3.9,4.1,9.6,1.5,0.1,1.1,1.7,0.9,2.4,-6.0,-15.0,1.0,0.5,30.0,10.0,0.0,81,83,83,82.33,74,73,77,74.67,1.33,5.25,12.0,W
3,3,19.6,6.6,6.7,11.2,1.8,0.2,2.4,1.0,2.2,0.8,14.0,14.0,2.3,2.3,70.0,0.7,3.0,13.8,5.3,4.8,9.2,1.8,0.0,1.5,1.2,1.4,1.1,3.0,3.0,1.3,1.5,30.0,40.0,0.0,81,83,84,82.67,78,78,78,78.0,1.5,4.75,7.0,W
7,7,11.8,4.9,5.0,10.0,1.5,0.3,1.5,2.2,1.2,1.0,-7.0,2.0,1.0,1.3,30.0,0.3,0.0,8.4,2.2,4.1,8.9,1.6,0.1,0.4,1.5,0.6,1.7,-11.0,-11.0,0.7,0.7,10.0,10.0,0.0,77,78,79,78.0,75,75,75,75.0,1.61,4.0,6.5,W
3,3,12.0,3.7,3.7,10.9,1.6,0.2,0.9,1.3,1.7,1.1,-4.0,6.0,0.9,2.2,20.0,0.7,0.0,9.1,3.6,4.0,13.5,2.4,0.1,0.9,1.2,0.9,2.0,-3.0,-11.0,1.2,0.8,30.0,20.0,0.0,75,74,73,74.0,78,79,78,78.33,2.5,3.1,3.3,W
5,5,13.0,5.9,4.7,11.9,1.6,0.1,2.1,1.1,2.6,0.7,10.0,19.0,1.8,2.3,50.0,0.7,0.0,13.4,4.6,5.5,10.5,0.9,0.0,1.3,1.6,0.8,1.6,-3.0,-8.0,1.5,0.6,50.0,10.0,5.0,79,78,85,80.67,76,78,78,77.33,1.75,3.9,5.0,W
7,7,10.4,5.3,4.0,9.7,1.5,0.0,0.6,1.3,0.6,1.3,-7.0,-7.0,1.0,0.8,20.0,0.1,1.0,10.3,6.3,4.9,10.4,1.4,0.0,1.2,1.4,1.2,1.7,-2.0,-5.0,1.1,1.0,30.0,30.0,0.0,74,74,79,75.67,74,75,77,75.33,2.25,3.4,3.5,W
9,8,8.8,3.4,3.3,11.3,1.8,0.2,1.0,1.3,1.0,1.3,-3.0,-3.0,1.4,1.6,40.0,0.5,0.0,12.0,4.3,5.4,9.2,2.7,0.0,1.4,0.6,2.1,1.0,8.0,11.0,2.4,2.3,70.0,70.0,0.0,72,74,70,72.0,81,82,81,81.33,4.1,3.5,2.0,W
4,5,13.9,4.2,6.3,11.3,1.4,0.0,1.4,0.9,2.1,0.7,5.0,14.0,1.3,2.0,40.0,0.6,0.0,13.2,4.9,4.7,9.7,1.9,0.0,1.5,1.0,1.3,1.2,5.0,1.0,1.5,1.2,40.0,30.0,1.0,73,76,76,75.0,78,78,78,78.0,2.45,3.5,3.0,W
5,7,13.8,3.9,5.4,11.2,1.8,0.1,1.3,1.7,1.5,1.3,-4.0,2.0,1.0,1.4,30.0,0.4,0.0,10.7,3.0,3.8,12.1,1.6,0.1,0.8,1.3,0.4,1.3,-5.0,-9.0,0.9,0.8,20.0,20.0,1.0,72,73,72,72.33,72,74,70,72.0,2.45,3.3,3.2,W
3,4,9.5,2.6,3.6,11.0,2.1,0.3,1.0,1.9,1.1,1.9,-9.0,-8.0,0.6,0.6,10.0,0.1,0.0,12.7,3.2,6.7,8.7,1.6,0.0,1.2,1.4,0.8,1.2,-2.0,-4.0,0.9,1.1,20.0,30.0,1.0,72,74,75,73.67,73,73,74,73.33,2.9,3.4,2.6,W
10,10,16.7,5.8,5.8,11.4,1.3,0.2,1.1,1.6,1.4,1.6,-5.0,-2.0,1.0,1.4,30.0,0.4,0.0,11.5,3.8,4.5,13.3,2.0,0.0,1.1,1.5,1.0,1.2,-4.0,-2.0,0.9,1.1,20.0,20.0,0.0,77,77,81,78.33,71,72,74,72.33,2.1,3.4,3.9,W
7,5,10.6,4.0,2.9,9.1,1.4,0.1,1.3,1.1,1.4,1.1,2.0,3.0,1.7,1.6,50.0,0.4,0.0,8.3,2.8,3.9,10.3,1.3,0.1,0.9,1.2,1.4,1.5,-3.0,-1.0,1.2,1.7,30.0,50.0,0.0,76,77,78,77.0,76,78,76,76.67,2.37,3.1,3.25,W
10,10,15.1,5.9,4.9,10.5,2.0,0.0,1.7,0.8,2.2,1.1,9.0,11.0,2.3,2.2,70.0,0.6,0.0,8.2,2.8,3.2,12.0,2.5,0.0,1.5,1.6,1.6,1.9,-1.0,-3.0,1.5,1.2,40.0,30.0,0.0,80,83,83,82.0,77,78,77,77.33,1.44,4.75,8.0,W
8,8,13.9,5.5,4.2,9.8,1.7,0.0,2.3,0.7,2.3,1.0,16.0,13.0,2.4,2.0,80.0,0.6,8.0,10.6,3.8,4.0,12.6,2.4,0.0,1.8,1.4,0.9,1.1,4.0,-2.0,1.6,1.1,40.0,20.0,1.0,81,83,86,83.33,75,76,78,76.33,1.25,6.25,15.0,W
7,10,8.7,2.4,4.1,12.3,1.8,0.0,0.9,1.0,1.1,1.5,-1.0,-4.0,1.6,1.3,50.0,0.4,1.0,9.2,2.5,4.0,9.5,1.9,0.2,0.8,1.6,0.5,1.6,-8.0,-11.0,1.0,0.4,30.0,10.0,0.0,77,75,77,76.33,77,76,78,77.0,2.1,3.3,3.7,W
4,5,17.5,5.9,6.6,11.7,1.5,0.0,2.0,1.1,3.3,0.7,9.0,26.0,1.8,2.5,50.0,0.8,1.0,12.6,4.2,3.8,13.3,2.2,0.1,1.1,1.9,0.9,1.8,-8.0,-9.0,0.7,0.7,20.0,20.0,1.0,83,86,86,85.0,74,75,75,74.67,1.1,11.0,19.0,W
6,7,15.6,8.8,6.8,9.9,1.5,0.0,1.9,1.3,2.3,1.0,6.0,13.0,1.7,1.6,50.0,0.4,0.0,12.2,6.5,5.7,11.1,1.4,0.1,1.4,1.5,1.5,1.8,-1.0,-3.0,1.3,1.2,40.0,40.0,2.0,81,81,81,81.0,71,75,74,73.33,1.4,5.0,9.0,W
7,7,10.0,3.2,4.8,9.9,1.4,0.0,1.0,1.2,0.7,1.2,-2.0,-5.0,1.3,1.1,30.0,0.3,2.0,11.2,3.2,3.6,12.8,1.9,0.2,1.6,1.1,1.0,1.4,5.0,-4.0,1.5,0.9,40.0,20.0,1.0,76,78,76,76.67,75,78,76,76.33,2.55,3.2,2.9,W
7,6,13.3,7.1,5.6,10.4,1.7,0.0,1.3,1.4,1.1,0.9,-1.0,2.0,1.1,1.3,20.0,0.3,0.0,17.7,10.2,7.2,9.9,1.5,0.0,2.8,1.0,1.8,1.4,18.0,4.0,2.0,1.3,60.0,30.0,3.0,72,70,73,71.67,79,80,79,79.33,4.2,3.8,1.91,W
10,10,11.9,4.3,4.6,10.8,1.4,0.1,2.1,0.9,2.6,0.7,12.0,19.0,2.2,2.8,70.0,0.9,1.0,13.7,4.3,5.3,10.6,1.9,0.0,1.6,1.1,0.9,1.5,5.0,-6.0,1.7,1.0,50.0,20.0,0.0,79,81,86,82.0,76,76,76,76.0,1.36,5.25,9.5,W
7,8,20.7,7.0,7.7,10.7,1.5,0.0,2.4,1.1,2.7,0.9,13.0,18.0,2.1,2.3,70.0,0.7,5.0,13.9,4.3,6.2,12.4,1.4,0.1,1.6,1.1,1.0,1.1,5.0,-1.0,1.4,1.3,40.0,40.0,1.0,81,83,84,82.67,73,76,76,75.0,1.57,4.5,6.0,W
10,10,16.0,4.8,4.7,10.1,1.2,0.0,1.8,1.0,1.4,1.1,8.0,3.0,2.5,1.8,80.0,0.5,4.0,11.4,2.9,6.0,8.7,1.5,0.1,0.5,1.8,0.5,2.0,-13.0,-15.0,0.6,0.5,10.0,10.0,0.0,82,86,84,84.0,72,71,72,71.67,1.18,8.0,19.0,W
10,10,18.0,5.8,7.4,10.5,2.4,0.1,2.3,0.9,2.5,0.7,14.0,18.0,2.3,2.3,70.0,0.7,2.0,11.2,3.8,6.2,12.5,1.8,0.2,1.3,0.9,1.2,1.7,4.0,-5.0,1.7,1.2,50.0,30.0,1.0,81,83,84,82.67,78,80,77,78.33,1.45,4.75,8.0,W
5,5,14.0,4.8,4.5,12.3,1.5,0.1,1.5,1.0,1.2,1.5,5.0,-3.0,2.0,1.5,60.0,0.4,1.0,10.4,3.1,4.0,13.6,2.5,0.0,1.3,1.4,0.9,1.7,-1.0,-8.0,1.4,0.7,30.0,10.0,1.0,77,77,81,78.33,75,74,74,74.33,1.75,3.8,5.25,W
10,8,15.9,5.9,6.1,10.4,1.3,0.0,1.1,1.0,0.5,1.3,1.0,-8.0,1.4,0.6,40.0,0.1,0.0,11.4,4.3,5.0,10.3,1.1,0.1,1.1,2.0,0.7,2.8,-9.0,-21.0,0.8,0.4,20.0,10.0,0.0,79,83,86,82.67,76,77,77,76.67,1.25,6.0,11.0,W
5,5,14.3,5.2,8.4,8.5,1.7,0.1,2.0,1.3,3.2,0.8,7.0,24.0,1.8,2.7,60.0,0.9,0.0,11.6,4.2,4.9,10.4,1.9,0.0,1.8,1.5,2.0,1.9,3.0,1.0,1.7,1.5,50.0,40.0,2.0,83,88,86,85.67,80,80,86,82.0,1.33,6.0,9.0,W
3,3,10.8,2.8,4.9,11.6,2.1,0.0,1.0,2.4,1.3,1.8,-14.0,-5.0,0.8,1.4,20.0,0.4,0.0,10.9,3.1,4.0,12.5,2.2,0.2,1.2,0.8,0.9,1.9,4.0,-10.0,1.5,0.9,40.0,20.0,0.0,74,75,76,75.0,76,78,77,77.0,2.8,3.5,2.45,W
10,10,13.9,4.5,6.4,11.5,1.7,0.2,1.0,1.5,1.4,0.9,-5.0,5.0,1.1,1.9,30.0,0.6,0.0,12.7,5.6,4.1,9.4,1.5,0.1,1.8,1.2,1.2,1.2,6.0,0.0,1.8,1.2,50.0,30.0,0.0,80,79,77,78.67,76,79,83,79.33,1.95,3.75,3.75,W
10,10,14.1,7.7,6.0,10.5,1.5,0.0,1.5,1.4,1.3,0.8,1.0,5.0,1.3,1.6,30.0,0.4,1.0,17.0,10.0,6.8,9.7,1.2,0.0,1.9,1.2,1.7,1.5,7.0,2.0,1.7,1.4,50.0,40.0,2.0,72,70,73,71.67,81,81,81,81.0,3.5,3.5,2.2,W
7,7,18.8,6.3,5.8,11.1,1.8,0.1,2.1,0.7,2.1,0.6,14.0,15.0,2.5,2.5,80.0,0.8,5.0,11.0,3.6,6.7,13.0,1.4,0.2,0.9,1.4,1.3,1.5,-5.0,-2.0,0.7,1.1,10.0,20.0,0.0,81,83,84,82.67,71,72,71,71.33,1.29,6.0,12.0,W
9,3,13.2,4.6,4.4,10.4,1.9,0.0,1.3,1.1,1.4,1.2,2.0,2.0,1.9,1.9,60.0,0.5,1.0,12.0,3.8,5.4,9.1,1.4,0.0,1.2,1.2,1.3,1.9,0.0,-6.0,1.5,0.9,40.0,20.0,1.0,77,77,77,77.0,78,80,80,79.33,2.2,3.4,3.3,W
6,6,16.5,6.1,6.2,10.1,2.3,0.0,2.1,0.9,1.9,1.2,12.0,7.0,2.2,1.6,70.0,0.4,4.0,14.3,5.8,5.8,11.6,2.0,0.0,1.5,0.8,0.9,1.6,7.0,-7.0,1.8,0.9,50.0,20.0,1.0,81,83,86,83.33,82,79,84,81.67,1.53,4.33,7.0,W
3,4,14.7,7.8,6.3,8.3,1.2,0.1,1.9,0.9,2.1,0.8,10.0,13.0,2.3,2.6,70.0,0.8,3.0,11.0,6.7,4.9,11.3,1.7,0.1,2.2,1.6,2.0,1.8,6.0,2.0,1.7,1.6,50.0,40.0,1.0,81,81,81,81.0,72,72,76,73.33,1.29,5.5,10.0,W
7,4,13.0,4.0,6.0,9.2,1.5,0.3,2.0,1.4,1.3,1.5,6.0,-2.0,1.7,1.1,50.0,0.3,1.0,15.8,4.7,6.3,13.6,1.7,0.2,1.7,1.8,1.4,1.6,-1.0,-2.0,1.4,1.7,40.0,50.0,1.0,75,77,76,76.0,80,83,83,82.0,4.0,3.8,1.95,W
3,3,12.6,4.2,4.5,13.2,1.7,0.2,1.0,0.7,1.0,0.9,3.0,1.0,1.7,1.4,50.0,0.4,0.0,12.7,3.4,5.9,13.5,1.6,0.1,1.2,1.1,1.0,1.0,1.0,0.0,1.5,1.4,40.0,30.0,1.0,73,76,76,75.0,71,72,71,71.33,1.7,3.8,5.75,W
10,10,9.8,3.5,4.4,8.7,2.0,0.1,1.0,1.3,1.3,1.9,-3.0,-6.0,1.3,0.8,40.0,0.2,0.0,17.9,6.5,6.9,8.9,0.9,0.2,2.0,0.6,2.1,0.8,14.0,13.0,2.3,2.5,70.0,80.0,0.0,72,75,77,74.67,80,80,81,80.33,7.0,4.33,1.53,W
7,7,11.9,5.6,5.3,10.6,1.8,0.1,1.2,1.8,1.5,1.9,-6.0,-4.0,0.7,0.9,10.0,0.2,0.0,10.3,4.1,4.5,10.0,1.4,0.4,1.0,1.7,1.3,2.2,-7.0,-9.0,0.9,0.7,20.0,20.0,0.0,71,74,74,73.0,74,73,75,74.0,2.05,3.4,4.2,W
3,4,10.4,2.7,4.7,12.6,1.6,0.0,1.3,1.7,2.0,0.9,-4.0,11.0,0.9,1.9,20.0,0.5,0.0,17.4,6.2,7.7,10.6,2.1,0.3,1.9,1.1,2.1,1.3,8.0,8.0,1.8,2.0,50.0,60.0,0.0,77,77,79,77.67,82,83,85,83.33,5.25,4.0,1.7,W
7,8,16.1,5.4,7.1,10.5,1.9,0.0,2.3,0.7,2.7,0.4,16.0,23.0,2.3,2.8,70.0,0.9,1.0,12.9,5.5,5.1,11.5,1.1,0.0,2.1,0.7,1.0,1.5,14.0,-5.0,2.1,1.0,60.0,20.0,1.0,81,81,85,82.33,81,77,82,80.0,1.67,4.2,5.25,W
7,5,12.8,3.5,5.7,11.4,2.3,0.0,0.9,1.4,0.6,1.4,-5.0,-8.0,1.1,0.7,30.0,0.1,1.0,11.1,4.3,4.4,8.5,1.4,0.0,1.3,1.8,1.4,1.9,-5.0,-5.0,1.2,1.2,30.0,30.0,1.0,77,73,75,75.0,81,83,82,82.0,2.8,3.5,2.45,W
6,5,10.9,3.0,3.6,14.0,2.2,0.2,1.5,1.1,1.0,0.9,4.0,1.0,1.5,1.3,40.0,0.3,0.0,15.7,6.1,7.5,7.5,0.8,0.0,2.2,0.3,1.9,0.4,19.0,15.0,3.0,2.8,100.0,90.0,18.0,75,78,77,76.67,85,83,87,85.0,8.0,4.75,1.4,W
3,4,9.8,3.0,2.9,10.5,2.3,0.0,1.1,1.6,1.1,1.2,-5.0,-1.0,1.1,1.2,30.0,0.3,0.0,14.1,4.8,5.7,9.7,1.5,0.2,1.2,1.1,1.4,1.2,1.0,2.0,1.7,1.6,50.0,50.0,0.0,77,78,80,78.33,80,84,84,82.67,4.5,3.8,1.85,W
3,4,12.0,4.3,5.5,14.5,2.5,0.0,1.4,1.2,1.4,0.6,2.0,8.0,1.5,1.8,40.0,0.5,1.0,10.1,2.2,3.6,11.3,2.3,0.1,0.8,1.2,1.2,1.2,-4.0,0.0,0.9,1.4,20.0,40.0,0.0,76,80,82,79.33,74,75,76,75.0,1.67,3.8,6.0,W
5,7,16.9,6.0,6.7,12.0,1.6,0.0,1.6,0.6,2.1,0.8,10.0,13.0,2.3,2.6,70.0,0.8,1.0,16.7,5.5,6.0,12.6,1.3,0.2,1.3,1.0,1.3,1.1,3.0,2.0,1.4,1.6,40.0,50.0,0.0,81,80,82,81.0,77,77,81,78.33,1.25,6.25,15.0,W
7,8,12.3,3.0,5.7,12.0,1.5,0.0,0.8,1.5,1.3,1.1,-7.0,2.0,0.8,1.5,20.0,0.4,0.0,15.7,6.2,7.5,11.0,1.9,0.1,2.0,1.1,1.8,1.9,9.0,-1.0,2.4,1.3,80.0,40.0,6.0,77,78,77,77.33,82,83,81,82.0,4.5,3.8,1.85,W
3,3,11.0,2.6,6.1,10.2,2.1,0.3,0.2,1.6,0.7,1.3,-14.0,-6.0,0.2,0.7,0.0,0.1,0.0,10.9,3.3,4.1,10.5,1.7,0.0,0.8,1.1,0.7,1.2,-3.0,-5.0,1.3,0.8,30.0,10.0,1.0,74,71,72,72.33,72,74,70,72.0,2.88,3.1,2.88,W
10,3,11.7,4.1,4.7,7.9,1.2,0.0,1.1,2.4,1.7,1.5,-13.0,2.0,1.0,1.7,30.0,0.5,1.0,13.0,4.6,4.9,8.8,1.5,0.0,1.2,0.8,1.6,1.0,4.0,6.0,1.9,1.9,60.0,60.0,0.0,76,76,78,76.67,82,85,84,83.67,5.25,4.2,1.66,W
7,7,16.1,8.1,8.3,9.8,1.7,0.0,1.7,0.8,1.6,0.6,9.0,10.0,2.3,2.1,70.0,0.6,0.0,11.2,3.8,4.2,10.7,1.4,0.0,1.2,1.5,0.7,1.1,-3.0,-4.0,1.1,1.0,20.0,20.0,0.0,79,80,76,78.33,71,74,74,73.0,1.44,4.75,8.0,W
3,4,15.0,5.4,5.2,9.9,1.6,0.1,1.4,1.5,1.8,1.1,-1.0,7.0,0.9,1.7,20.0,0.5,0.0,12.8,5.3,4.2,10.8,1.4,0.0,1.2,1.0,1.1,1.2,2.0,-1.0,1.5,1.4,40.0,40.0,0.0,75,77,77,76.33,76,76,78,76.67,2.05,3.4,4.2,W
3,3,15.5,5.3,6.3,10.0,1.3,0.0,1.6,0.5,2.6,0.8,11.0,18.0,2.1,2.3,60.0,0.7,3.0,13.0,3.6,5.7,11.3,1.3,0.1,1.0,1.4,1.4,1.5,-4.0,-1.0,0.9,1.3,10.0,30.0,0.0,83,86,86,85.0,75,75,76,75.33,1.14,8.5,16.0,W
10,10,13.5,5.6,5.4,9.8,1.7,0.0,2.4,0.6,2.6,0.5,18.0,21.0,2.7,2.7,90.0,0.9,6.0,14.7,5.2,4.4,11.4,1.9,0.1,1.6,0.5,1.1,0.8,11.0,3.0,2.5,1.9,80.0,60.0,0.0,80,81,79,80.0,78,79,76,77.67,1.83,3.75,4.2,W
3,6,8.5,3.0,4.7,10.3,1.5,0.0,0.8,1.9,0.7,1.2,-11.0,-5.0,1.1,1.1,30.0,0.3,1.0,17.2,6.5,6.8,9.5,1.7,0.0,1.7,1.5,1.4,1.3,2.0,1.0,1.4,1.3,30.0,30.0,1.0,74,76,76,75.33,81,82,83,82.0,7.0,4.59,1.5,W
4,4,9.3,2.3,4.1,10.5,1.6,0.0,0.6,0.9,0.9,1.0,-3.0,-1.0,0.8,0.9,10.0,0.1,1.0,15.0,6.6,5.0,10.6,2.0,0.0,1.8,1.4,1.2,1.6,4.0,-4.0,1.7,1.4,50.0,40.0,1.0,77,75,77,76.33,79,79,83,80.33,4.6,3.8,1.75,W
4,7,16.1,6.5,5.2,8.4,1.1,0.1,2.3,0.9,3.1,0.9,14.0,22.0,2.8,3.0,90.0,1.0,7.0,9.8,2.8,4.7,11.2,2.1,0.1,0.5,1.2,0.7,2.1,-7.0,-14.0,0.7,0.8,10.0,20.0,0.0,84,83,86,84.33,76,78,77,77.0,1.16,7.5,17.0,W
7,5,13.4,4.1,6.4,10.7,1.5,0.2,1.1,1.2,1.9,1.4,-1.0,5.0,1.2,1.4,30.0,0.4,0.0,12.9,4.7,5.3,8.5,0.8,0.0,2.1,0.7,1.9,0.9,14.0,10.0,2.3,2.0,70.0,60.0,3.0,78,77,76,77.0,80,80,83,81.0,3.6,3.5,2.05,W
10,10,15.4,5.3,3.9,11.1,1.7,0.0,1.7,1.0,2.0,1.1,7.0,9.0,1.8,2.1,50.0,0.6,0.0,8.7,2.3,4.0,10.0,1.3,0.0,0.7,0.9,0.4,1.6,-2.0,-12.0,1.4,0.7,40.0,20.0,0.0,78,76,77,77.0,73,72,73,72.67,1.4,4.8,9.5,W
10,3,11.9,7.0,5.1,10.8,1.6,0.0,1.5,2.2,1.2,2.3,-7.0,-11.0,0.9,0.8,20.0,0.2,0.0,12.5,7.8,6.2,11.6,1.6,0.0,1.7,2.0,1.2,2.2,-3.0,-10.0,1.3,0.5,40.0,10.0,1.0,74,70,72,72.0,76,77,82,78.33,2.3,3.4,3.4,W
3,3,8.4,3.0,5.3,13.1,2.2,0.1,0.5,1.9,0.7,1.3,-14.0,-6.0,0.1,0.4,0.0,0.1,0.0,9.4,3.6,3.9,10.1,1.6,0.0,1.0,1.6,0.9,1.8,-6.0,-9.0,1.1,0.9,30.0,20.0,0.0,75,74,73,74.0,75,77,77,76.33,2.45,3.1,3.1,W
8,9,11.7,3.8,5.2,12.1,1.9,0.1,1.3,1.5,1.5,0.7,-2.0,8.0,1.2,1.9,30.0,0.5,1.0,15.5,4.8,7.7,12.0,1.9,0.3,1.7,1.3,2.2,1.2,4.0,10.0,1.9,2.1,60.0,70.0,1.0,82,79,84,81.67,82,84,86,84.0,4.5,4.0,1.8,W
4,8,16.5,6.4,6.8,9.5,1.9,0.0,2.9,1.0,2.6,0.8,19.0,18.0,2.3,2.5,70.0,0.8,4.0,10.9,3.1,5.4,10.2,1.6,0.0,0.9,1.5,1.0,1.4,-6.0,-4.0,0.9,1.0,30.0,30.0,1.0,80,83,85,82.67,72,74,75,73.67,1.17,9.0,17.0,W
4,3,10.5,3.7,6.8,11.8,1.9,0.1,1.2,0.9,1.2,0.6,3.0,6.0,1.9,2.0,60.0,0.6,1.0,13.0,4.3,7.0,12.8,1.3,0.0,1.1,1.4,1.1,1.6,-3.0,-5.0,0.8,0.9,10.0,10.0,0.0,76,80,69,75.0,76,76,78,76.67,1.53,4.33,7.0,W
6,3,14.4,4.9,5.3,10.7,2.3,0.1,1.3,1.6,1.5,1.0,-3.0,5.0,1.5,1.9,50.0,0.6,0.0,11.5,3.7,4.7,9.2,2.0,0.3,1.3,1.4,0.8,2.1,-1.0,-13.0,1.4,0.5,40.0,10.0,1.0,77,80,77,78.0,77,78,78,77.67,1.36,4.75,9.0,W
3,7,13.7,5.3,5.3,11.4,1.9,0.0,2.4,1.2,2.3,1.1,12.0,12.0,2.1,1.9,60.0,0.6,4.0,11.7,3.4,5.8,9.3,0.8,0.1,1.0,1.8,1.1,1.4,-8.0,-3.0,0.8,1.2,20.0,30.0,1.0,81,82,84,82.33,72,74,72,72.67,1.29,6.0,12.0,W
7,7,12.9,2.9,6.3,12.5,1.5,0.0,0.5,1.2,0.7,1.1,-7.0,-4.0,0.7,1.0,10.0,0.2,0.0,16.0,4.6,5.4,11.2,1.8,0.0,1.8,2.0,1.6,1.8,-2.0,-2.0,1.3,0.9,40.0,20.0,0.0,73,73,76,74.0,74,76,76,75.33,2.8,3.2,2.8,W
4,5,10.9,4.2,4.0,9.4,2.3,0.2,1.8,1.4,2.1,1.1,4.0,10.0,1.5,1.8,40.0,0.5,0.0,13.1,4.6,4.9,11.2,1.7,0.1,1.3,1.6,1.0,1.6,-3.0,-6.0,1.1,0.9,30.0,20.0,0.0,83,82,89,84.67,75,77,73,75.0,1.53,4.33,6.0,W
4,4,13.0,6.8,5.7,12.5,1.9,0.0,2.2,1.5,1.8,1.2,7.0,6.0,1.8,2.1,50.0,0.6,2.0,11.4,3.6,5.6,8.1,1.9,0.0,1.1,2.1,1.3,2.0,-10.0,-7.0,0.9,1.2,30.0,40.0,0.0,79,82,84,81.67,76,76,78,76.67,1.33,4.75,10.0,W
8,7,9.8,4.4,4.4,11.8,1.9,0.0,1.7,0.6,2.1,0.6,11.0,15.0,2.1,2.5,60.0,0.8,1.0,12.6,3.5,5.8,13.3,1.6,0.4,0.9,1.6,0.7,1.6,-7.0,-9.0,0.7,0.7,20.0,20.0,0.0,80,79,85,81.33,67,68,70,68.33,1.36,5.5,9.5,W
3,3,17.6,6.9,5.9,9.0,1.2,0.0,2.4,0.4,2.9,0.2,20.0,27.0,2.8,3.0,90.0,1.0,0.0,14.8,5.8,5.4,10.3,1.8,0.0,1.6,1.4,1.5,1.7,2.0,-2.0,1.6,1.3,40.0,30.0,1.0,85,84,86,85.0,81,83,85,83.0,1.4,5.0,7.0,W
7,3,16.0,5.6,8.7,9.8,1.1,0.0,1.6,1.4,2.3,0.4,2.0,19.0,1.7,2.8,50.0,0.9,0.0,18.0,7.0,6.9,10.1,0.9,0.0,2.1,1.3,1.6,1.6,8.0,0.0,2.2,1.5,70.0,40.0,1.0,85,83,87,85.0,81,84,80,81.67,2.0,3.75,3.5,W
7,7,13.0,3.9,5.8,9.0,1.4,0.0,1.2,2.3,1.6,2.1,-11.0,-5.0,0.7,1.5,10.0,0.4,0.0,7.6,2.8,2.9,9.1,1.0,0.1,0.9,1.6,0.7,2.3,-7.0,-16.0,1.0,0.7,20.0,10.0,0.0,76,75,77,76.0,74,74,77,75.0,2.1,3.6,3.7,W
10,10,11.4,3.7,4.3,10.7,1.8,0.1,0.9,0.9,1.2,0.7,0.0,5.0,1.3,1.5,30.0,0.3,2.0,14.6,4.0,5.7,11.7,1.6,0.1,0.8,0.6,1.0,0.7,2.0,3.0,1.7,1.7,50.0,50.0,1.0,78,78,78,78.0,73,76,76,75.0,2.63,3.2,2.8,W
10,10,10.5,3.6,5.0,10.0,1.5,0.2,0.9,2.7,1.0,1.3,-18.0,-3.0,0.4,0.8,10.0,0.2,0.0,9.8,3.5,4.0,8.9,1.4,0.0,0.9,1.3,0.7,1.4,-4.0,-7.0,1.1,1.3,20.0,40.0,1.0,76,77,78,77.0,78,75,76,76.33,2.05,3.3,3.8,W
5,3,13.9,5.5,4.9,12.5,1.6,0.0,1.3,0.8,2.1,0.8,5.0,13.0,1.5,2.1,40.0,0.6,0.0,9.4,2.8,6.4,10.9,1.2,0.1,0.7,0.9,0.7,1.1,-2.0,-4.0,1.5,1.3,40.0,30.0,0.0,81,81,83,81.67,75,77,73,75.0,1.4,4.5,8.5,W
